371	371
97	371
292	371
292	280
37	154
37	278
154	278
154	280
297	352
297	323
352	352
352	323
120	352
120	323
285	352
285	323
140	352
140	323
80	278
80	16
80	281
80	77
278	286
226	278
226	226
362	278
362	286
143	278
143	286
194	278
194	323
194	36
194	208
423	278
423	192
12	278
12	323
12	286
12	281
12	336
272	278
277	278
277	325
277	44
277	210
35	278
35	40
35	281
207	278
207	323
207	286
207	115
271	278
271	323
89	278
89	286
89	16
313	278
353	278
215	278
215	286
215	281
215	336
393	278
393	95
393	281
393	325
393	44
393	210
413	24
24	24
267	24
420	24
88	24
25	24
363	24
363	281
310	166
166	36
405	166
417	226
348	71
348	323
348	281
71	323
71	286
71	332
71	336
347	71
347	323
23	23
23	280
331	23
189	23
8	23
8	142
156	23
156	142
329	23
329	306
43	23
9	23
9	142
126	23
126	306
339	23
339	142
6	323
6	286
6	77
6	280
323	323
364	323
364	280
364	230
205	323
205	286
401	323
401	95
311	323
119	323
160	323
150	323
150	286
150	336
150	208
90	323
90	397
90	358
59	323
59	241
224	323
224	368
217	323
255	323
255	192
255	45
414	323
414	332
414	45
14	323
14	298
298	323
298	298
95	323
95	95
177	323
177	98
177	44
60	323
60	98
60	60
379	323
175	323
185	323
185	185
185	36
123	323
123	115
22	323
22	115
350	323
350	115
294	323
294	133
134	323
134	133
302	323
2	323
2	125
355	323
355	321
239	323
239	239
375	323
375	321
84	323
84	321
321	323
321	330
300	323
300	239
261	323
261	330
261	31
52	323
52	326
326	323
326	326
51	323
51	60
31	323
31	31
342	323
342	31
145	323
145	397
145	358
159	323
225	323
225	397
376	323
376	280
376	230
381	323
381	16
381	330
385	323
385	247
17	323
17	247
214	323
214	397
214	146
214	142
132	323
132	286
132	230
202	323
303	323
303	303
232	323
232	286
232	281
232	65
232	232
232	144
282	323
370	323
370	397
370	358
421	323
269	323
269	397
164	323
164	249
113	323
110	323
110	158
221	38
221	45
38	38
38	45
176	114
332	114
332	332
250	397
258	146
258	230
241	241
111	54
111	406
111	281
111	34
111	45
296	54
296	281
296	34
296	45
367	192
77	192
244	192
398	183
183	183
183	95
128	411
128	36
411	36
307	411
307	281
307	137
287	411
287	286
287	281
274	414
105	414
105	306
260	414
260	306
306	414
306	306
306	332
377	414
377	306
340	414
340	306
369	414
369	306
182	306
102	306
314	306
380	306
391	306
286	286
275	286
178	286
178	336
130	286
130	336
100	286
100	336
100	208
104	286
104	281
104	336
68	286
68	281
68	336
50	286
222	286
222	336
312	16
312	336
312	280
312	230
197	16
301	16
335	16
198	95
121	95
33	95
212	95
172	95
64	95
227	227
162	227
162	96
162	34
162	58
129	185
129	281
129	36
195	185
195	195
195	36
15	133
281	281
354	281
354	280
354	366
344	281
245	281
45	281
390	281
203	281
203	399
203	36
116	332
116	218
116	280
161	332
161	34
161	280
234	332
155	332
155	34
137	36
151	316
151	36
34	34
308	34
92	34
173	34
7	34
315	34
270	34
242	34
356	34
378	34
263	65
65	65
412	321
55	321
246	325
246	210
325	325
325	44
337	325
337	44
337	210
343	325
343	44
343	210
101	288
101	186
288	288
46	288
389	288
186	288
186	186
127	186
127	58
209	186
373	330
276	195
322	195
322	322
383	31
136	336
262	336
262	63
169	280
169	213
387	280
387	366
70	280
20	280
223	366
366	366
252	366
196	196
196	230
157	58
58	58
253	58
112	58
394	58
147	58
184	58
153	58
264	58
295	58
187	58
396	58
5	58
163	58
220	58
213	213
240	213
247	247
229	44
199	44
372	44
135	44
422	44
18	44
284	142
142	142
419	142
107	142
91	142
27	142
57	142
181	142
237	142
32	142
29	142
74	142
374	142
386	142
180	142
233	142
67	142
79	142
93	142
124	142
0	214
320	214
290	214
279	214
259	214
21	214
238	214
170	214
86	214
47	214
168	36
219	36
243	36
291	243
149	149
210	149
210	210
99	210
63	63
230	230
167	230
201	230
73	230
388	230
200	230
75	230
228	230
10	230
418	230
317	230
349	230
257	230
103	230
334	230
357	230
283	230
293	230
204	230
402	230
251	230
